title,nickname,read_time,img_src,id,herf,introduction,fav,share,comment
hook好听的华语说唱,New1an,90万,http://p2.music.126.net/Ilqe2vUhHj8NuXz1bYbHOQ==/109951168038081953.jpg?param=140y140,2067141583,https://music.163.com/playlist?id=2067141583,"介绍：
当说唱坐上艺术头等舱
",10232,214,89
甜度微醺rap——趁着醉意和你讲浪漫和爱,川琦尤子,282万,http://p2.music.126.net/qYUYqCpqs83WpzCd47mdTA==/109951166648350515.jpg?param=140y140,4968558616,https://music.163.com/playlist?id=4968558616,"介绍：
你站在万众瞩目的台上 我在人群中看着你 只有我知道 你虽然穿着正装 却穿着小熊袜子 带着我的发绳.

",37352,361,81
Tizzy T和满舒克 和Jony J,是满舒克吗,695万,http://p2.music.126.net/H3XPBUp_rc6WYhYxj5_CCQ==/109951162963228140.jpg?param=140y140,695318160,https://music.163.com/playlist?id=695318160,"介绍：
年轻且优秀
颓废且积极
YOUNG JACK
YOUNG
",85781,1312,449
中文说唱｜好听到爆,张以晨_,25万,http://p2.music.126.net/iTlTnWhmIP8l1qqWp21Tng==/109951167592448762.jpg?param=140y140,2806547431,https://music.163.com/playlist?id=2806547431,"介绍：
日子过得自律点 态度变得浪漫点
品味相同的人会与你相遇在同一风景下
随机播放有惊喜！
（持续更新）

",2060,32,29
中文说唱天花板｜Real Hip-Hop｜,CreepyCreepyCreepy,153万,http://p2.music.126.net/fhM47B2Umqb0iKWwqX-Atw==/109951166067812215.jpg?param=140y140,636863589,https://music.163.com/playlist?id=636863589,"介绍：
中文说唱该有的样子 

无关 X emo读课文 X 油腻口水歌 X 碰瓷乱diss
仅收录 有实力 有灵魂 有态度的【REAL HIPHOP】

-持续更新-
非营利 凭本事获得尊重 而不是钞能力
致敬音乐路上所有支持过我的人 Respe...
",24084,2685,58
Trap、R&B｜Urban Club 毒性节奏HIPHOP,_Derek丶丶,105万,http://p2.music.126.net/Ha2_clWegdlkv6DvESk0Lg==/109951167064118919.jpg?param=140y140,5463685266,https://music.163.com/playlist?id=5463685266,"介绍：
Hot Right Now

Scary Rap Trap Party Songs｜Creepy Remix｜R&B

NINJA、Hood、Akoma、Owner Circle、Red Room
",20548,273,65
Explicit 脏版 E标 脏标 最全 大全,putridus,55783,http://p2.music.126.net/Wkyu7LETarqEfmy1EKrpOQ==/109951165962539850.jpg?param=140y140,2843480580,https://music.163.com/playlist?id=2843480580,"介绍：
音乐大杂烩 多为Hip-pop、电子
封面龙胆紫F.T.W专辑
持续更新 ""
",1932,48,20
国语说唱也很抒情，副歌也美,--Jax,2816万,http://p2.music.126.net/zwXJJUwjYZ_HSrmQry9-EQ==/109951163188683676.jpg?param=140y140,934870683,https://music.163.com/playlist?id=934870683,"介绍：
说唱不只有燥！抒情的气味搭配hiphop也是一种境界，副歌不只是打辅助，要学会细心品味，说唱总是给人带来不一样的感觉，小众，但有品味，这里有的在唱自己，有的在唱生活，有的唱现实，如果你想多了解生活...
",31万,4790,2371
jazz hiphop✨| 爵士口味的说唱 |,垫底队霸声音最大,64262,http://p2.music.126.net/e1N8xu4RlBAOqttjGWkeVg==/109951165422189652.jpg?param=140y140,4982188875,https://music.163.com/playlist?id=4982188875,"介绍：
全是爵士说唱，日系和欧美穿插着放的，算是精选集，可以顺序播放

jazz hiphop的歌词多具良知，欧美jazz hiphop对采样处理的技巧性更强，代表团体ATCQ，Gang starr，J dilla等，日系更偏阳光清新一些，受N...
",1811,25,13
那些曾经在Billboard上爆红的HipHop———,火属,1349万,http://p2.music.126.net/GPsPxx3sCuFwv1aIn-nH1Q==/109951163437975389.jpg?param=140y140,2122279649,https://music.163.com/playlist?id=2122279649,"介绍：
Rap爱好者 盘点一下，长期更新， 更到我没了 我让我儿子来更，我儿子不行了 就我孙子来
",17万,2481,1833
